Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,agebyyrbuilt,agebyyrremodel,OA2,TotalGrBsmtSF
2344,60,RL,70,9605,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,982,982,GasA,Ex,Y,SBrkr,982,995,1977,1977,0,2.5,2.5,3,1,Gd,7,7,Typ,0,No Fireplace,Attchd,2006,RFn,3,TA,TA,Y,240,53,53,0,No Pool,No Fence,None,0,7,2007,WD,Family,1,1,3533,2959
2345,60,RL,75,8778,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1302,1302,GasA,Ex,Y,SBrkr,1302,528,1830,1830,0,2.5,2.5,3,1,Gd,7,7,Typ,0,No Fireplace,BuiltIn,2006,RFn,3,TA,TA,Y,0,40,40,0,No Pool,No Fence,None,0,3,2007,WD,Normal,1,1,3991,3132
2346,20,FV,72,8640,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,1314,1338,GasA,Ex,Y,SBrkr,1338,0,1338,1362,0,2,2,3,1,Gd,6,6,Typ,0,No Fireplace,Attchd,2007,RFn,2,TA,TA,Y,0,141,141,0,No Pool,No Fence,None,0,11,2007,New,Partial,0,0,3274,2676
2347,20,FV,75,9000,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1335,1335,GasA,Ex,Y,SBrkr,1335,0,1335,1335,0,2,2,3,1,Gd,6,6,Typ,0,No Fireplace,Attchd,2007,RFn,2,TA,TA,Y,0,210,210,0,No Pool,No Fence,None,0,6,2007,New,Partial,1,0,3245,2670
2348,60,FV,72,8640,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,350,Unf,546,896,GasA,Ex,Y,SBrkr,896,896,1792,2142,0,2.5,2.5,3,1,Gd,7,8,Typ,0,No Fireplace,Attchd,2007,Fin,2,TA,TA,Y,184,96,96,0,No Pool,No Fence,None,0,11,2007,New,Partial,0,0,3278,2688
2349,60,FV,81,10411,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,CBlock,Gd,TA,No Basement,Unf,0,Unf,725,725,GasA,Ex,Y,SBrkr,725,863,1588,1588,0,3,3,3,1,Gd,7,8,Typ,0,No Fireplace,Attchd,2007,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,7,2007,New,Partial,0,0,2874,2313
2350,60,FV,112,12217,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,2007,2007,Hip,CompShg,WdShing,Wd Sdng,None,0,Gd,TA,PConc,Ex,TA,Av,GLQ,745,Unf,210,955,GasA,Ex,Y,SBrkr,955,925,1880,2625,1,2.5,3.5,3,1,Ex,8,8,Typ,1,Gd,Attchd,2007,Fin,3,TA,TA,Y,168,127,127,0,No Pool,No Fence,None,0,12,2007,New,Partial,0,0,3715,2835
2351,20,FV,84,10440,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,CemntBd,CemntBd,None,0,Ex,TA,PConc,Gd,TA,Mn,Unf,0,Unf,1574,1574,GasA,Ex,Y,SBrkr,1584,0,1584,1584,0,2,2,2,1,Ex,5,6,Typ,1,Gd,Attchd,2007,Fin,2,TA,TA,Y,0,256,256,0,No Pool,No Fence,None,0,5,2007,New,Partial,0,0,3752,3158
2352,20,FV,100,11824,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,298,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1685,1685,GasA,Ex,Y,SBrkr,1685,0,1685,1685,0,2,2,2,1,Gd,5,5,Typ,1,Gd,Attchd,2006,Fin,3,TA,TA,Y,112,63,63,0,No Pool,No Fence,None,0,4,2007,WD,Normal,1,1,4326,3370
2353,60,FV,85,10625,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,353,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1158,1158,GasA,Ex,Y,SBrkr,1158,1285,2443,2443,0,2.5,2.5,4,1,Gd,8,9,Min2,1,Gd,BuiltIn,2004,RFn,3,TA,TA,Y,193,127,127,0,No Pool,No Fence,None,0,6,2007,WD,Normal,3,3,4698,3601
2354,20,RL,63,7500,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1100,1100,GasA,Ex,Y,SBrkr,1100,0,1100,1100,0,1.5,1.5,3,1,TA,6,6,Typ,0,No Fireplace,No Garage,1950,No Garage,0,No Garage,No Garage,Y,0,136,136,0,No Pool,No Fence,None,0,6,2007,New,Partial,1,0,2200,2200
2355,20,RL,63,7500,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,1143,1143,GasA,Ex,Y,SBrkr,1143,0,1143,1143,0,1.5,1.5,3,1,Gd,6,5,Typ,0,No Fireplace,No Garage,1950,No Garage,0,No Garage,No Garage,Y,0,55,55,0,No Pool,No Fence,None,0,10,2007,WD,Normal,1,1,2286,2286
2356,20,RL,60,12450,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,126,Gd,TA,PConc,Gd,TA,No,GLQ,729,Unf,365,1094,GasA,Ex,Y,SBrkr,1094,0,1094,1823,1,1,2,3,1,Gd,6,6,Typ,0,No Fireplace,Detchd,2004,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,5,2007,WD,Normal,4,3,2890,2188
2357,20,RL,65,7441,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1461,1461,GasA,Ex,Y,SBrkr,1486,0,1486,1486,0,2,2,3,1,Gd,6,7,Typ,0,No Fireplace,Attchd,2006,RFn,2,TA,TA,Y,0,32,32,0,No Pool,No Fence,None,0,6,2007,WD,Normal,1,1,3683,2947
2358,60,RL,0,11613,Pave,No Alley Access,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,1993,1997,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,ALQ,480,Unf,384,864,GasA,Ex,Y,SBrkr,920,900,1820,2300,0,2.5,2.5,3,1,Gd,7,7,Typ,0,No Fireplace,Attchd,1993,RFn,2,TA,TA,Y,144,85,85,0,No Pool,GdPrv,None,0,5,2007,WD,Normal,14,10,3176,2684
2359,160,RL,50,8012,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,630,630,GasA,Ex,Y,SBrkr,630,636,1266,1266,0,1.5,1.5,2,1,TA,5,5,Typ,2,TA,Attchd,1980,RFn,1,TA,TA,Y,340,0,0,0,No Pool,MnPrv,None,0,7,2007,WD,Normal,27,27,2179,1896
2360,20,RL,64,6285,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,LwQ,138,Rec,405,894,GasA,TA,Y,SBrkr,894,0,894,1383,1,1,2,2,1,TA,5,5,Typ,0,No Fireplace,Detchd,1979,Unf,1,TA,TA,Y,192,0,0,0,No Pool,No Fence,None,0,3,2007,WD,Normal,30,30,2096,1788
2361,20,RL,84,7476,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Rec,812,Unf,228,1040,GasA,TA,Y,SBrkr,1040,0,1040,1852,1,1.5,2.5,3,1,TA,7,5,Typ,0,No Fireplace,Detchd,1991,Fin,2,TA,TA,Y,188,0,0,0,No Pool,No Fence,None,0,6,2007,WD,Normal,39,39,2766,2080
2362,60,RL,0,19522,Pave,No Alley Access,IR1,Bnk,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,272,Gd,TA,PConc,Gd,TA,No,GLQ,727,Unf,496,1223,GasA,Gd,Y,SBrkr,1271,1232,2503,3230,1,2.5,3.5,3,1,Gd,8,7,Typ,1,TA,Attchd,1990,RFn,2,TA,TA,Y,0,99,281,0,No Pool,No Fence,None,0,2,2007,WD,Normal,17,17,4562,3726
2363,20,RL,44,10751,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,44,TA,TA,CBlock,Fa,TA,Gd,ALQ,787,Unf,250,1037,GasA,TA,Y,SBrkr,1037,0,1037,1824,1,1,2,2,1,TA,5,5,Typ,0,No Fireplace,Attchd,1974,RFn,2,TA,TA,Y,136,47,47,0,No Pool,No Fence,None,0,8,2007,WD,Normal,33,33,2549,2074
2364,20,RL,43,12712,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,6,1973,2006,Gable,CompShg,CemntBd,CemntBd,None,0,TA,TA,CBlock,Gd,TA,Mn,ALQ,968,Unf,76,1044,GasA,TA,Y,SBrkr,1055,0,1055,2023,1,1,2,2,1,Gd,5,5,Typ,1,TA,Attchd,1973,RFn,2,TA,TA,Y,455,0,0,0,No Pool,No Fence,None,0,1,2007,WD,Abnorml,34,1,2641,2099
2365,120,FV,45,4379,Pave,No Alley Access,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,851,Unf,527,1378,GasA,Ex,Y,SBrkr,1378,0,1378,2229,1,2,3,2,1,Gd,6,6,Typ,1,Gd,Attchd,2004,Fin,2,TA,TA,Y,160,56,56,0,No Pool,No Fence,None,0,7,2007,WD,Normal,3,3,3296,2756
2366,120,FV,80,3523,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,30,Gd,TA,PConc,Gd,TA,No,GLQ,60,Unf,1081,1141,GasA,Ex,Y,SBrkr,1151,0,1151,1211,1,2,3,2,1,Gd,6,5,Typ,0,No Fireplace,Attchd,2006,Fin,2,TA,TA,Y,0,60,60,0,No Pool,No Fence,None,0,2,2007,New,Partial,1,0,2806,2292
2367,120,FV,32,3784,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,36,Gd,TA,PConc,Gd,TA,No,GLQ,60,Unf,1451,1511,GasA,Ex,Y,SBrkr,1565,0,1565,1625,1,2,3,2,1,Gd,6,5,Typ,0,No Fireplace,Attchd,2006,Fin,2,TA,TA,Y,0,120,120,0,No Pool,No Fence,None,0,2,2007,New,Partial,1,0,3588,3076
2368,120,FV,40,3606,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,Gd,No,GLQ,937,Unf,415,1352,GasA,Ex,Y,SBrkr,1352,0,1352,2289,1,2,3,2,1,Gd,6,5,Typ,1,Gd,Attchd,2006,RFn,2,TA,TA,Y,0,241,241,0,No Pool,No Fence,None,0,8,2007,New,Partial,1,0,3170,2704
2369,120,FV,30,5330,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1550,1550,GasA,Ex,Y,SBrkr,1550,0,1550,1550,0,2.5,2.5,2,1,Gd,6,5,Typ,0,No Fireplace,Attchd,2007,Fin,2,TA,TA,Y,0,102,102,0,No Pool,No Fence,None,0,7,2007,New,Partial,1,0,3628,3100
2370,160,FV,24,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsI,2Story,6,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,342,TA,TA,PConc,Gd,TA,No,GLQ,565,Unf,179,744,GasA,Gd,Y,SBrkr,757,744,1501,2066,1,2.5,3.5,3,1,TA,8,6,Typ,1,TA,Detchd,1999,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,9,2007,WD,Normal,8,8,3027,2245
2371,160,FV,24,2117,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsI,2Story,6,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216,Gd,TA,PConc,Gd,TA,No,GLQ,417,Unf,339,756,GasA,Ex,Y,SBrkr,769,804,1573,1990,0,2.5,2.5,3,1,Gd,7,4,Typ,0,No Fireplace,Detchd,2000,Unf,2,TA,TA,Y,0,32,32,0,No Pool,No Fence,None,0,9,2007,WD,Normal,7,7,2985,2329
2372,20,FV,73,7321,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,1999,2000,Gable,CompShg,CemntBd,CemntBd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1339,1339,GasA,Ex,Y,SBrkr,1358,0,1358,1358,0,2,2,3,1,Gd,6,5,Typ,0,No Fireplace,Detchd,1999,Unf,2,TA,TA,Y,176,174,174,0,No Pool,No Fence,None,0,12,2007,COD,Normal,8,7,3322,2697
2373,60,FV,0,8010,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,2003,2004,Hip,CompShg,CemntBd,CemntBd,None,0,Gd,TA,PConc,Ex,TA,No,GLQ,964,Unf,90,1054,GasA,Ex,Y,SBrkr,1072,976,2048,3012,1,2.5,3.5,3,1,Gd,8,8,Typ,2,Gd,Detchd,2003,Unf,2,TA,TA,Y,0,48,228,0,No Pool,No Fence,None,0,8,2007,WD,Normal,4,3,3654,3102
2374,60,FV,106,8413,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Ex,TA,Mn,GLQ,901,Unf,319,1220,GasA,Ex,Y,SBrkr,1220,1142,2362,3263,1,2.5,3.5,3,1,Gd,8,8,Typ,2,TA,Attchd,1998,RFn,2,Gd,TA,Y,147,0,180,0,No Pool,No Fence,None,0,6,2007,WD,Normal,9,9,4687,3582
2375,120,RL,50,9466,Pave,No Alley Access,IR2,Lvl,AllPub,FR2,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,1994,1995,Gable,CompShg,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,TA,Gd,LwQ,457,ALQ,0,1494,GasA,Ex,Y,SBrkr,1494,0,1494,2988,1,1.5,2.5,1,1,Gd,5,5,Typ,1,Gd,Attchd,1994,Fin,2,TA,TA,Y,0,30,247,0,No Pool,No Fence,None,0,5,2007,WD,Normal,13,12,3466,2988
2376,20,RL,80,12000,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7,1980,1980,Hip,CompShg,VinylSd,MetalSd,BrkFace,600,Gd,TA,CBlock,Gd,TA,No,GLQ,1732,Unf,270,2002,GasA,Ex,Y,SBrkr,2362,0,2362,4094,1,2.5,3.5,3,1,Gd,8,8,Typ,1,TA,Attchd,1980,RFn,2,Gd,TA,Y,180,16,16,0,No Pool,No Fence,None,0,3,2007,WD,Normal,27,27,5510,4364
2377,20,RL,94,17778,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,1981,1981,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,TA,CBlock,Gd,TA,Gd,ALQ,1632,Rec,0,2461,GasA,Gd,Y,SBrkr,2497,0,2497,4958,1,2,3,2,1,Gd,6,7,Typ,2,Gd,Attchd,1981,RFn,2,TA,TA,Y,266,0,0,0,No Pool,No Fence,None,0,3,2007,WD,Normal,26,26,5634,4958
2378,20,RL,78,11700,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,912,912,GasA,Ex,Y,SBrkr,1152,0,1152,1152,1,1.5,2.5,3,1,TA,7,7,Typ,0,No Fireplace,Attchd,1968,RFn,2,TA,TA,Y,0,126,126,0,No Pool,No Fence,None,0,9,2007,CWD,Normal,39,39,2517,2064
2379,60,RL,80,8000,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,1970,1970,Gable,CompShg,VinylSd,VinylSd,BrkFace,525,TA,TA,CBlock,TA,TA,No,Rec,915,Unf,93,1008,GasA,TA,Y,SBrkr,1403,1008,2411,3326,1,2.5,3.5,4,1,TA,9,8,Typ,1,Po,Attchd,1970,RFn,2,TA,TA,Y,0,192,192,0,No Pool,No Fence,None,0,6,2007,WD,Normal,37,37,4514,3419
2380,85,RL,0,8723,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,SFoyer,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Av,BLQ,973,Unf,0,973,GasA,Ex,Y,SBrkr,1082,0,1082,2055,1,1,2,3,1,TA,6,6,Typ,0,No Fireplace,Attchd,1969,Unf,2,TA,TA,Y,160,0,0,0,No Pool,No Fence,None,0,1,2007,WD,Normal,38,38,2535,2055
2381,20,RL,130,11700,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,196,TA,TA,PConc,Gd,TA,No,ALQ,910,Unf,385,1295,GasA,Fa,Y,SBrkr,1295,0,1295,2205,1,1.5,2.5,3,1,TA,7,6,Typ,0,No Fireplace,Attchd,1968,Fin,2,TA,TA,Y,0,194,394,0,No Pool,No Fence,None,0,4,2007,WD,Normal,39,39,3314,2590
2382,20,RL,108,11358,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,1972,1987,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,346,Unf,778,1124,GasA,TA,Y,SBrkr,1610,0,1610,1956,0,2,2,3,1,Gd,6,8,Typ,1,TA,Attchd,1972,RFn,2,TA,TA,Y,202,0,256,0,No Pool,No Fence,None,0,5,2007,WD,Normal,35,20,3249,2734
2383,20,RL,80,9547,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,112,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1594,1594,GasA,Ex,Y,SBrkr,1594,0,1594,1594,0,2,2,2,1,Gd,5,6,Typ,1,TA,Attchd,1993,RFn,2,TA,TA,Y,190,80,80,0,No Pool,No Fence,None,0,7,2007,WD,Normal,14,14,3772,3188
2384,60,RL,78,10530,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,1993,1993,Gable,CompShg,MetalSd,MetalSd,BrkFace,194,Gd,TA,PConc,Gd,TA,No,GLQ,819,Unf,329,1148,GasA,Ex,Y,SBrkr,1091,984,2075,2894,1,2.5,3.5,3,1,Gd,8,8,Typ,1,Gd,Attchd,1993,Unf,2,TA,TA,Y,235,86,86,0,No Pool,No Fence,None,0,8,2007,WD,Normal,14,14,3890,3223
2385,20,RL,88,10738,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,792,Unf,301,1093,GasA,Gd,Y,SBrkr,1093,0,1093,1885,1,2,3,3,1,TA,7,6,Typ,1,Fa,Attchd,1966,RFn,2,TA,TA,Y,224,0,0,0,No Pool,MnPrv,Shed,400,11,2007,WD,Normal,41,41,2670,2186
2386,20,RL,80,10800,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,203,TA,TA,CBlock,TA,TA,No,BLQ,617,Rec,171,1052,GasA,TA,Y,SBrkr,1052,0,1052,1933,1,1,2,3,1,TA,6,6,Typ,0,No Fireplace,Attchd,1963,Fin,1,TA,TA,Y,0,133,133,0,No Pool,No Fence,None,0,2,2007,COD,Normal,44,44,2618,2104
2387,20,RL,70,8050,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,474,BLQ,437,949,GasA,TA,Y,SBrkr,1107,0,1107,1619,1,1,2,3,1,Gd,6,5,Typ,0,No Fireplace,Attchd,1967,RFn,1,TA,TA,Y,88,64,64,0,No Pool,No Fence,None,0,3,2007,WD,Normal,40,14,2364,2056
2388,90,RL,0,10899,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,Duplx,1Story,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,GasA,TA,N,SBrkr,1224,0,1224,1224,0,2,2,2,2,TA,6,8,Typ,0,No Fireplace,CarPort,1964,Unf,3,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,4,2007,WD,Normal,43,43,1754,1224
2389,20,RL,74,7450,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,438,LwQ,250,894,GasA,Gd,Y,SBrkr,1074,0,1074,1718,0,1,1,2,1,Gd,4,6,Min1,1,Gd,Detchd,1966,Unf,2,TA,TA,Y,0,72,72,0,No Pool,GdWo,None,0,1,2007,WD,Normal,51,51,2364,1968
2390,20,RL,0,14357,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Names,Norm,Norm,1Fam,1Story,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,ALQ,311,LwQ,386,864,GasA,TA,Y,SBrkr,1187,0,1187,1665,1,1,2,2,1,TA,5,6,Typ,1,TA,Attchd,1961,RFn,2,TA,TA,Y,128,0,0,0,No Pool,No Fence,None,0,8,2007,CWD,Normal,46,46,2491,2051
2391,20,RL,76,8243,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Names,Norm,Norm,1Fam,1Story,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,56,TA,Gd,CBlock,TA,TA,No,ALQ,700,Unf,264,964,GasA,Ex,Y,SBrkr,964,0,964,1664,0,1,1,3,1,TA,5,5,Typ,1,Fa,Detchd,1985,Fin,2,TA,TA,Y,170,0,0,0,No Pool,GdPrv,None,0,2,2007,WD,Normal,46,46,2768,1928
2392,20,RL,70,8680,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1960,1960,Hip,CompShg,CemntBd,CemntBd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,894,894,GasA,TA,Y,SBrkr,894,0,894,894,0,1,1,3,1,TA,5,5,Typ,0,No Fireplace,Detchd,1965,Unf,1,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,1,2007,WD,Normal,47,47,2100,1788
2393,20,RL,80,8800,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,7,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202,TA,TA,CBlock,TA,TA,No,BLQ,654,Unf,520,1174,GasA,Ex,Y,SBrkr,1200,0,1200,1854,0,2,2.5,3,1,TA,7,6,Typ,1,TA,Attchd,1966,RFn,2,TA,TA,Y,0,0,0,0,No Pool,MnPrv,None,0,10,2007,CWD,Normal,41,41,3016,2374
